,0,1,2,3,4,5,6,7,8
0,0.19569706403234824,0.26217375073307275,0.31463372257658967,0.3562397989834382,0.3940558785717302,0.4309468982562963,0.46212367772775337,0.48960086151019727,0.5150379412484469
