,gender,age,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,C01,C02,C03,C04,C05,C06,C07,C08
0,-3,-2.5135135135135136,1.6195652173913042,-0.3804347826086957,-2.380434782608696,0.6195652173913043,-2.380434782608696,-1.3804347826086958,1.6195652173913042,0.6195652173913043,0.6195652173913043,-0.3804347826086957,-2.380434782608696,-1.3804347826086958,-2.380434782608696,0.6195652173913043,0.6195652173913043,0.6195652173913043,-0.3804347826086957,1.6195652173913042,-2.380434782608696,-0.3804347826086957,-1.3804347826086958,0.6195652173913043,-1.3804347826086958,-0.3804347826086957,-1.3804347826086958,-3.380434782608696,-2.380434782608696,-1.3804347826086958,0.6195652173913043,0.6195652173913043,0.6195652173913043,1.6195652173913042,0.6195652173913043,2.619565217391304,1.6195652173913042,-1.3804347826086958,-1.3804347826086958,1.6195652173913042,1.6195652173913042,0.6195652173913043,0.6195652173913043,-0.3804347826086957,-1.3804347826086958,-0.3804347826086957,-1.3804347826086958,0.6195652173913043,1.6195652173913042,0.6195652173913043,-0.3804347826086957,0.6195652173913043,-1.3804347826086958,-1.3804347826086958,-1.3804347826086958,0.6195652173913043,0.6195652173913043,-0.3804347826086957,0.6195652173913043,0.6195652173913043,-1.3804347826086958,0.6195652173913043,1.6195652173913042,0.6195652173913043,1.6195652173913042,-1.3804347826086958,0.6195652173913043,1.6195652173913042,1.6195652173913042,1.6195652173913042,2.619565217391304,2.619565217391304,1.6195652173913042,2.619565217391304,1.6195652173913042,-1.3804347826086958,0.6195652173913043,-0.3804347826086957,-1.3804347826086958,-2.380434782608696,-1.3804347826086958,0.6195652173913043,-1.3804347826086958,-0.3804347826086957,-2.380434782608696,-2.380434782608696,-2.380434782608696,-1.3804347826086958,-1.3804347826086958,0.6195652173913043,1.6195652173913042,2.619565217391304,2.619565217391304,2.619565217391304
1,3,-2.5135135135135136,2.1956521739130435,-0.8043478260869565,-1.8043478260869565,-2.8043478260869565,-2.8043478260869565,2.1956521739130435,-0.8043478260869565,1.1956521739130435,-1.8043478260869565,0.19565217391304346,-1.8043478260869565,-1.8043478260869565,-0.8043478260869565,0.19565217391304346,1.1956521739130435,1.1956521739130435,0.19565217391304346,-0.8043478260869565,-1.8043478260869565,0.19565217391304346,0.19565217391304346,1.1956521739130435,-1.8043478260869565,-0.8043478260869565,0.19565217391304346,-1.8043478260869565,1.1956521739130435,-1.8043478260869565,-1.8043478260869565,-0.8043478260869565,-1.8043478260869565,-2.8043478260869565,-3.8043478260869565,0.19565217391304346,-0.8043478260869565,1.1956521739130435,-1.8043478260869565,-1.8043478260869565,0.19565217391304346,-1.8043478260869565,-1.8043478260869565,1.1956521739130435,1.1956521739130435,-1.8043478260869565,-2.8043478260869565,-2.8043478260869565,1.1956521739130435,-2.8043478260869565,-1.8043478260869565,-0.8043478260869565,-1.8043478260869565,-0.8043478260869565,-1.8043478260869565,-1.8043478260869565,1.1956521739130435,-0.8043478260869565,-0.8043478260869565,0.19565217391304346,-0.8043478260869565,-0.8043478260869565,1.1956521739130435,1.1956521739130435,1.1956521739130435,2.1956521739130435,2.1956521739130435,1.1956521739130435,-0.8043478260869565,0.19565217391304346,2.1956521739130435,2.1956521739130435,2.1956521739130435,2.1956521739130435,2.1956521739130435,2.1956521739130435,2.1956521739130435,2.1956521739130435,2.1956521739130435,1.1956521739130435,2.1956521739130435,2.1956521739130435,2.1956521739130435,-0.8043478260869565,-1.8043478260869565,2.1956521739130435,1.1956521739130435,2.1956521739130435,2.1956521739130435,0.19565217391304346,2.1956521739130435,-0.8043478260869565,2.1956521739130435,2.1956521739130435
2,3,-2.5135135135135136,-2.0543478260869565,-2.0543478260869565,-1.0543478260869565,0.9456521739130435,-1.0543478260869565,-3.0543478260869565,2.9456521739130435,-0.05434782608695652,1.9456521739130435,-1.0543478260869565,-1.0543478260869565,1.9456521739130435,-3.0543478260869565,0.9456521739130435,1.9456521739130435,2.9456521739130435,0.9456521739130435,-0.05434782608695652,-1.0543478260869565,-3.0543478260869565,-1.0543478260869565,-1.0543478260869565,-2.0543478260869565,-3.0543478260869565,-3.0543478260869565,-1.0543478260869565,0.9456521739130435,-0.05434782608695652,1.9456521739130435,0.9456521739130435,-0.05434782608695652,1.9456521739130435,-1.0543478260869565,0.9456521739130435,1.9456521739130435,-0.05434782608695652,-0.05434782608695652,0.9456521739130435,-0.05434782608695652,0.9456521739130435,-1.0543478260869565,-1.0543478260869565,-1.0543478260869565,-0.05434782608695652,-1.0543478260869565,0.9456521739130435,0.9456521739130435,-0.05434782608695652,1.9456521739130435,0.9456521739130435,-1.0543478260869565,-0.05434782608695652,-1.0543478260869565,1.9456521739130435,2.9456521739130435,-0.05434782608695652,1.9456521739130435,1.9456521739130435,-0.05434782608695652,0.9456521739130435,-1.0543478260869565,-2.0543478260869565,2.9456521739130435,-0.05434782608695652,-1.0543478260869565,1.9456521739130435,-2.0543478260869565,-0.05434782608695652,-1.0543478260869565,-1.0543478260869565,-0.05434782608695652,-1.0543478260869565,-3.0543478260869565,-2.0543478260869565,2.9456521739130435,-0.05434782608695652,-0.05434782608695652,-1.0543478260869565,-2.0543478260869565,-2.0543478260869565,-2.0543478260869565,-0.05434782608695652,-2.0543478260869565,-2.0543478260869565,-1.0543478260869565,2.9456521739130435,-0.05434782608695652,2.9456521739130435,2.9456521739130435,2.9456521739130435,2.9456521739130435,2.9456521739130435
3,-3,-2.5135135135135136,-0.4565217391304348,-0.4565217391304348,-1.4565217391304348,0.5434782608695652,-2.4565217391304346,-3.4565217391304346,1.5434782608695652,0.5434782608695652,1.5434782608695652,-0.4565217391304348,0.5434782608695652,0.5434782608695652,-0.4565217391304348,1.5434782608695652,0.5434782608695652,-0.4565217391304348,-0.4565217391304348,-0.4565217391304348,-2.4565217391304346,-3.4565217391304346,-0.4565217391304348,-1.4565217391304348,-2.4565217391304346,-3.4565217391304346,-0.4565217391304348,-1.4565217391304348,0.5434782608695652,0.5434782608695652,0.5434782608695652,0.5434782608695652,-1.4565217391304348,0.5434782608695652,-3.4565217391304346,0.5434782608695652,1.5434782608695652,-0.4565217391304348,-0.4565217391304348,1.5434782608695652,0.5434782608695652,1.5434782608695652,1.5434782608695652,0.5434782608695652,0.5434782608695652,0.5434782608695652,-0.4565217391304348,-0.4565217391304348,-0.4565217391304348,-0.4565217391304348,-0.4565217391304348,0.5434782608695652,-0.4565217391304348,1.5434782608695652,-0.4565217391304348,0.5434782608695652,1.5434782608695652,-1.4565217391304348,1.5434782608695652,1.5434782608695652,0.5434782608695652,1.5434782608695652,-0.4565217391304348,0.5434782608695652,1.5434782608695652,1.5434782608695652,1.5434782608695652,-0.4565217391304348,-0.4565217391304348,0.5434782608695652,0.5434782608695652,0.5434782608695652,1.5434782608695652,-0.4565217391304348,1.5434782608695652,-0.4565217391304348,-0.4565217391304348,0.5434782608695652,-0.4565217391304348,0.5434782608695652,-0.4565217391304348,-0.4565217391304348,-0.4565217391304348,-0.4565217391304348,-0.4565217391304348,0.5434782608695652,0.5434782608695652,0.5434782608695652,-1.4565217391304348,0.5434782608695652,-1.4565217391304348,1.5434782608695652,1.5434782608695652,0.5434782608695652
4,-3,-2.3513513513513513,1.4782608695652173,-2.5217391304347827,-2.5217391304347827,0.4782608695652174,-1.5217391304347827,-2.5217391304347827,-0.5217391304347826,1.4782608695652173,1.4782608695652173,-0.5217391304347826,1.4782608695652173,-1.5217391304347827,-1.5217391304347827,0.4782608695652174,0.4782608695652174,-0.5217391304347826,-0.5217391304347826,0.4782608695652174,-0.5217391304347826,-0.5217391304347826,0.4782608695652174,0.4782608695652174,-0.5217391304347826,-2.5217391304347827,0.4782608695652174,-0.5217391304347826,0.4782608695652174,2.4782608695652173,1.4782608695652173,1.4782608695652173,0.4782608695652174,-0.5217391304347826,-1.5217391304347827,2.4782608695652173,1.4782608695652173,-1.5217391304347827,-0.5217391304347826,-0.5217391304347826,0.4782608695652174,1.4782608695652173,0.4782608695652174,1.4782608695652173,2.4782608695652173,2.4782608695652173,-0.5217391304347826,0.4782608695652174,2.4782608695652173,1.4782608695652173,0.4782608695652174,0.4782608695652174,-1.5217391304347827,0.4782608695652174,-1.5217391304347827,-0.5217391304347826,2.4782608695652173,0.4782608695652174,-2.5217391304347827,0.4782608695652174,-2.5217391304347827,1.4782608695652173,0.4782608695652174,1.4782608695652173,1.4782608695652173,1.4782608695652173,-3.5217391304347827,-0.5217391304347826,0.4782608695652174,1.4782608695652173,2.4782608695652173,-1.5217391304347827,1.4782608695652173,0.4782608695652174,0.4782608695652174,-0.5217391304347826,1.4782608695652173,1.4782608695652173,1.4782608695652173,-0.5217391304347826,2.4782608695652173,0.4782608695652174,-0.5217391304347826,-1.5217391304347827,0.4782608695652174,-2.5217391304347827,-2.5217391304347827,-2.5217391304347827,-1.5217391304347827,-3.5217391304347827,-2.5217391304347827,-0.5217391304347826,0.4782608695652174,-2.5217391304347827
5,-3,-2.189189189189189,-3.25,-2.25,-0.25,1.75,-0.25,-1.25,0.75,-0.25,0.75,-2.25,-0.25,0.75,-1.25,1.75,0.75,-0.25,0.75,-0.25,-1.25,-0.25,0.75,0.75,0.75,-2.25,-0.25,-2.25,0.75,0.75,0.75,1.75,0.75,-0.25,-4.25,1.75,0.75,0.75,0.75,1.75,1.75,1.75,-0.25,0.75,0.75,0.75,-1.25,-0.25,-1.25,-2.25,-0.25,-1.25,-3.25,0.75,-0.25,1.75,1.75,-0.25,-0.25,1.75,0.75,1.75,0.75,0.75,1.75,1.75,-1.25,-0.25,-0.25,-4.25,0.75,0.75,0.75,-1.25,-1.25,-0.25,0.75,0.75,0.75,0.75,-0.25,-0.25,0.75,1.75,1.75,-3.25,1.75,0.75,-3.25,1.75,0.75,-2.25,-2.25,-0.25
6,3,-2.5135135135135136,-0.11956521739130435,-2.119565217391304,-2.119565217391304,0.8804347826086957,-0.11956521739130435,-1.1195652173913044,-0.11956521739130435,0.8804347826086957,0.8804347826086957,-1.1195652173913044,0.8804347826086957,1.8804347826086956,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,0.8804347826086957,-1.1195652173913044,-1.1195652173913044,-1.1195652173913044,0.8804347826086957,0.8804347826086957,0.8804347826086957,0.8804347826086957,-1.1195652173913044,-1.1195652173913044,-2.119565217391304,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,0.8804347826086957,0.8804347826086957,-0.11956521739130435,-2.119565217391304,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,0.8804347826086957,-0.11956521739130435,-0.11956521739130435,-1.1195652173913044,-1.1195652173913044,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,0.8804347826086957,0.8804347826086957,-0.11956521739130435,-1.1195652173913044,-0.11956521739130435,-1.1195652173913044,-0.11956521739130435,-0.11956521739130435,-2.119565217391304,-2.119565217391304,-1.1195652173913044,-3.119565217391304,0.8804347826086957,-0.11956521739130435,-0.11956521739130435,1.8804347826086956,-0.11956521739130435,-3.119565217391304,0.8804347826086957,1.8804347826086956,1.8804347826086956,-3.119565217391304,-0.11956521739130435,1.8804347826086956,1.8804347826086956,-3.119565217391304,0.8804347826086957,2.880434782608696,1.8804347826086956,0.8804347826086957,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,-0.11956521739130435,0.8804347826086957,1.8804347826086956,1.8804347826086956,2.880434782608696,-3.119565217391304,2.880434782608696,2.880434782608696,-0.11956521739130435,0.8804347826086957,-0.11956521739130435,-0.11956521739130435
7,3,-2.6756756756756754,1.3260869565217392,2.3260869565217392,0.32608695652173914,0.32608695652173914,-0.6739130434782609,0.32608695652173914,0.32608695652173914,1.3260869565217392,0.32608695652173914,-0.6739130434782609,0.32608695652173914,-1.6739130434782608,-1.6739130434782608,0.32608695652173914,1.3260869565217392,1.3260869565217392,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,0.32608695652173914,0.32608695652173914,0.32608695652173914,-0.6739130434782609,-1.6739130434782608,-2.6739130434782608,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,0.32608695652173914,-1.6739130434782608,0.32608695652173914,-0.6739130434782609,-0.6739130434782609,0.32608695652173914,-1.6739130434782608,-0.6739130434782609,0.32608695652173914,-0.6739130434782609,0.32608695652173914,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,-1.6739130434782608,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,1.3260869565217392,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.3260869565217392,-0.6739130434782609,0.32608695652173914,1.3260869565217392,2.3260869565217392,0.32608695652173914,-1.6739130434782608,1.3260869565217392,0.32608695652173914,1.3260869565217392,2.3260869565217392,1.3260869565217392,2.3260869565217392,2.3260869565217392,2.3260869565217392,-0.6739130434782609,-0.6739130434782609,0.32608695652173914,-0.6739130434782609,0.32608695652173914,1.3260869565217392,1.3260869565217392,0.32608695652173914,-1.6739130434782608,-1.6739130434782608,-2.6739130434782608,1.3260869565217392,-0.6739130434782609,-2.6739130434782608,1.3260869565217392,-0.6739130434782609,-0.6739130434782609,1.3260869565217392,0.32608695652173914
8,-3,-2.6756756756756754,0.4347826086956522,-0.5652173913043478,0.4347826086956522,1.4347826086956523,-1.5652173913043477,-1.5652173913043477,-0.5652173913043478,-0.5652173913043478,-0.5652173913043478,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,1.4347826086956523,1.4347826086956523,1.4347826086956523,0.4347826086956522,0.4347826086956522,-1.5652173913043477,-0.5652173913043478,1.4347826086956523,-0.5652173913043478,0.4347826086956522,-1.5652173913043477,-0.5652173913043478,-1.5652173913043477,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,1.4347826086956523,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,1.4347826086956523,1.4347826086956523,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,0.4347826086956522,-0.5652173913043478,0.4347826086956522,0.4347826086956522,-0.5652173913043478,-0.5652173913043478,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,0.4347826086956522,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,0.4347826086956522,1.4347826086956523,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,0.4347826086956522,0.4347826086956522,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,1.4347826086956523,0.4347826086956522,1.4347826086956523,0.4347826086956522,1.4347826086956523,-0.5652173913043478,0.4347826086956522,0.4347826086956522,0.4347826086956522,0.4347826086956522,0.4347826086956522,0.4347826086956522,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,-1.5652173913043477,-0.5652173913043478,0.4347826086956522,-0.5652173913043478,-1.5652173913043477,-0.5652173913043478,-0.5652173913043478,0.4347826086956522,0.4347826086956522
9,3,-2.5135135135135136,-1.7391304347826086,-0.7391304347826086,0.26086956521739135,2.2608695652173916,2.2608695652173916,-2.7391304347826084,-1.7391304347826086,-2.7391304347826084,0.26086956521739135,1.2608695652173914,0.26086956521739135,0.26086956521739135,-0.7391304347826086,1.2608695652173914,0.26086956521739135,1.2608695652173914,1.2608695652173914,0.26086956521739135,2.2608695652173916,-1.7391304347826086,0.26086956521739135,-1.7391304347826086,-1.7391304347826086,-1.7391304347826086,0.26086956521739135,-1.7391304347826086,0.26086956521739135,-0.7391304347826086,-2.7391304347826084,-1.7391304347826086,1.2608695652173914,-0.7391304347826086,-1.7391304347826086,0.26086956521739135,1.2608695652173914,-1.7391304347826086,0.26086956521739135,-1.7391304347826086,-0.7391304347826086,0.26086956521739135,-1.7391304347826086,0.26086956521739135,1.2608695652173914,1.2608695652173914,1.2608695652173914,-1.7391304347826086,-2.7391304347826084,-1.7391304347826086,-1.7391304347826086,-2.7391304347826084,-0.7391304347826086,-1.7391304347826086,0.26086956521739135,-0.7391304347826086,1.2608695652173914,2.2608695652173916,1.2608695652173914,2.2608695652173916,2.2608695652173916,2.2608695652173916,2.2608695652173916,2.2608695652173916,2.2608695652173916,-1.7391304347826086,2.2608695652173916,2.2608695652173916,1.2608695652173914,2.2608695652173916,2.2608695652173916,-2.7391304347826084,1.2608695652173914,-3.7391304347826084,1.2608695652173914,1.2608695652173914,1.2608695652173914,0.26086956521739135,1.2608695652173914,0.26086956521739135,1.2608695652173914,1.2608695652173914,-1.7391304347826086,-2.7391304347826084,0.26086956521739135,1.2608695652173914,-1.7391304347826086,1.2608695652173914,0.26086956521739135,1.2608695652173914,-0.7391304347826086,-0.7391304347826086,0.26086956521739135,-1.7391304347826086
