,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,1.0,0.30720673811782334,0.29749158990892616,0.2345528052400408,0.312158659836464,0.20061713792911598,0.13035404170995285,0.22473312703591722,0.010552424888167917,0.18815352968707164,0.26901869339034223,0.16003074906317957,0.17605960832378106,0.12701210501580543,-0.13371298726642253,0.031226864305287733,-0.07481740260287367,0.11621388460322332,0.012396899032715042,0.027269812272573347,-0.13221513004269572,-0.12003484024168416,-0.055459456051063824,0.08514225072348151,-0.008031386735961682,0.03382613938223613,-0.20364241661758734,-0.05745094899472584,-0.10490418845448472
1,0.3072067381178234,1.0,0.25929875540499964,0.43230228882986066,0.31267411300999853,-0.09647283054411482,-0.09062403542694653,0.15471603880024568,-0.10396752708725246,0.2710528764307751,0.4015348379388254,0.022591189507438148,-0.0015890217009460346,0.1586274503728466,-0.17042061260707947,0.014597604145025592,-0.15942635308089478,0.22167300865219156,-0.14921608773883832,0.056118539932819435,-0.043218141248262815,-0.13488099019738,-0.10127803070813533,0.04226456702217618,-0.07520353105939641,-0.01805617633740227,-0.21950955276428905,-0.1931615351948923,-0.23394773949066938
2,0.2974915899089262,0.25929875540499964,0.9999999999999998,0.25927324907694166,0.33746374066245033,0.06254781158557177,0.22258617195328165,0.2606234320456847,0.0001666456448540459,0.15510401491551432,0.2106048059059654,0.08367054637275177,0.1722349875097555,-0.0041196877869096584,-0.039128992400202595,-0.04888762398932879,0.01414179199803671,-0.04416312710263011,0.077484572842262,0.19448953558002527,0.042145335606878796,0.043580162202334634,-0.022119070640805764,0.02624281686604792,0.05544605102240864,-0.08217490317749969,-0.13250903255123903,-0.10434941502650037,-0.19961062359516873
3,0.2345528052400408,0.43230228882986066,0.2592732490769417,1.0,0.1563792522328849,0.014423608846111036,0.055234917619359634,-0.007898711050103735,-0.05672255308757944,0.27192283685732377,0.3019678495911227,-0.024199057174033048,-0.054088292762144025,0.07141720360678351,-0.13274500996859653,-0.07003584219136784,-0.12013827186869137,0.10714233999908682,-0.029621009834631985,0.033167968350187996,-0.1349904466133062,-0.11911081232965559,-0.09371577177938324,0.039511449502571155,-0.037199034095455545,0.018633263574210683,-0.16035525599130512,-0.03544776824775553,-0.12597730147131878
4,0.31215865983646407,0.31267411300999853,0.33746374066245033,0.15637925223288493,1.0,0.0822169211486006,0.17027939821052337,0.5235352001326986,-0.0394832767341275,0.08162617103700306,0.22743862570135814,0.22760046970072784,0.2836317835570861,0.009584131155921662,-0.11377822008153549,-0.0728509800263636,-0.050326184093298684,0.13708190838207407,0.08019949812357266,0.32412049412271055,0.027028117892313554,0.05197295305446223,-0.027163998600020445,-0.07584882825869854,-0.05078139626889315,-0.09946531082838146,-0.27121342307971574,-0.13719369273124996,-0.2739322521179503
5,0.20061713792911598,-0.09647283054411482,0.06254781158557178,0.014423608846111036,0.08221692114860062,1.0,0.17515753426229394,0.020068948883909504,0.16245172599641994,-0.02308980728200349,0.05097263205706138,0.1384997180181058,0.009460077885544142,-0.06667794165823594,-0.08928203628920053,-0.07929918320858448,0.062377356864432756,-0.04023549921537249,-0.06939845286303375,-0.11342487229952294,-0.17436721228993116,-0.08841708143392195,-0.048605041853391026,0.0900455936602602,0.09687301807733725,0.10492671758762805,-0.010481464365302208,0.03616112804554958,0.11996282110331616
6,0.13035404170995285,-0.09062403542694653,0.22258617195328168,0.055234917619359634,0.1702793982105234,0.17515753426229394,1.0,0.13378029734266564,0.014547314005328944,0.1128390881194282,-0.0014536222913338927,0.2921452606541259,0.21445972815012995,-0.11979272171920534,-0.006765011578614462,-0.05416237634817263,0.05987384822667702,-0.06978789077185969,0.07911538167237564,0.000630740443262952,0.12480102053895452,0.1941000471890578,-5.627664458876744e-05,-0.04956429481016598,-0.010657184309296715,-0.05747872499311772,0.007963963846665388,0.13064438442505896,-0.09835090893908073
7,0.22473312703591722,0.15471603880024568,0.2606234320456847,-0.007898711050103735,0.5235352001326986,0.020068948883909504,0.13378029734266564,1.0,0.04734123203645754,0.0641519586264855,0.24123164831990607,0.14444244565490036,0.26174676785726175,-0.0028183218307808056,-0.09587893832627349,-0.041012859648998395,-0.05045442090215659,0.08383635681500937,0.15247386249197442,0.5170571811780381,0.10503472385018182,0.042410715443890495,0.021145834171239417,0.003172524530952101,0.017172988757903185,-0.029713197857255742,-0.11478347352277188,-0.06740674467262817,-0.14284372547881138
8,0.010552424888167915,-0.10396752708725246,0.0001666456448540459,-0.05672255308757944,-0.0394832767341275,0.16245172599641994,0.014547314005328943,0.04734123203645754,1.0,0.11843600267650961,0.10458393762738413,0.1849369895922895,0.04978972243079306,0.014894954317761071,0.08021816232408979,0.054575773251403434,0.19210507061399576,-0.10415065159419057,0.14621884557242854,0.002789790038344435,0.029561775324173114,0.04295293645257071,0.22262533238206406,0.2322044493096032,0.3428267366375781,0.309684033808411,0.07038787658618485,0.09504294314903429,0.04901367910607324
9,0.18815352968707166,0.2710528764307751,0.1551040149155143,0.27192283685732377,0.08162617103700306,-0.02308980728200349,0.1128390881194282,0.06415195862648548,0.11843600267650961,1.0,0.4027136459060009,0.05694925478755022,-0.0047218989552218335,0.08848455805911586,-0.06809977767202914,0.07386848191209652,0.03034288936873272,0.01929815173256069,-0.08775018259976823,-0.01126839423847508,-0.0052056710591554,-0.10814845162392184,0.06983753710092591,0.288043893751771,0.11791461509342924,0.19335144901146675,-0.05117127069347987,-0.1103511780373092,-0.05799790948746059
10,0.26901869339034223,0.40153483793882544,0.21060480590596536,0.3019678495911227,0.22743862570135814,0.05097263205706137,-0.0014536222913338929,0.24123164831990607,0.10458393762738413,0.40271364590600084,0.9999999999999999,0.18111273201587422,0.07228322668506881,0.03205498431771384,-0.12404655128890026,-0.017130812628474216,-0.05427084398114931,0.08637508634166349,-0.08321753225080246,0.078882015762725,-0.10722381839288751,-0.13555537361748718,-0.05831374600559259,0.1692578248770118,0.08883164189872131,0.19554898761946268,-0.1797975165333727,-0.14154693283938583,-0.1827030737305439
11,0.16003074906317957,0.02259118950743815,0.08367054637275177,-0.02419905717403305,0.2276004697007278,0.13849971801810576,0.2921452606541259,0.1444424456549004,0.1849369895922895,0.05694925478755021,0.18111273201587424,0.9999999999999998,0.2894501011365298,-0.0514919825856165,-0.05286354319614045,-0.08343530560357959,0.0029926022932291467,0.030443923177507624,0.03539991432210903,-0.0031860212069135135,0.08718310214661308,0.082752554351117,0.038342275366665145,-0.040610990227258656,0.021785005481703704,0.080018924324037,-0.08557012944960238,0.08655129742710618,-0.047593803410439756
12,0.17605960832378104,-0.0015890217009460346,0.1722349875097555,-0.054088292762144025,0.2836317835570861,0.009460077885544144,0.21445972815012995,0.26174676785726175,0.04978972243079306,-0.0047218989552218335,0.07228322668506881,0.2894501011365298,0.9999999999999999,0.1346376544234093,0.19773204033019762,0.08529714478013158,0.2206942152189226,-0.009512455096155415,0.19077762724075864,0.24579685563210646,0.25632720125729486,0.16381733532891266,-0.06739028550734104,-0.0030036356619958385,-0.028837798072384402,-0.11689995053349986,-0.09210778492024796,-0.02022666779230098,-0.16477872489423898
