,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
inertia,5268.624775016882,4413.613331297299,3758.4572327230153,3327.58688346661,2941.698124696703,2650.545922891909,2435.3611302354066,2249.930498981336,2104.4921483823523,1961.8776925092502,1811.4667464291306,1738.7043501719459,1663.6005969038083,1563.6046046931583,1504.5415429047284,1443.530723907837,1391.7079141527122,1334.77741903023,1262.420948149192,1224.745130537489,1179.0349556386582,1130.928243083593,1081.2509088669092
