,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
inertia,3269.769605289756,2738.5640690028713,2242.9384094701763,1948.3011794805182,1730.2606925647394,1581.0934368540293,1427.1685912724865,1302.7940398189817,1222.4601978309495,1132.0144351183326,1063.7232552570379,995.9522351725093,937.5510195450845,912.3445771364594,858.0243135903304,821.0883999651849,799.2441053287605,768.5479857111828,733.2079074542831,706.9258392583118,689.7204658414961,667.9470144728157,629.7747808938997
