,0,1,2,3,4,5,6,7,8
0,0.2614630381705255,0.3436724402482248,0.4184822243508185,0.4825416971232803,0.5352905403931588,0.5789336485489387,0.6194664253516048,0.6541162938987464,0.6861129886356928
