,0,1,2
0,-4.133963116,1.819935952,1.147991708
1,4.187582947,2.454654285,-0.205798645
2,1.262727328,-1.34180536,-1.54181931
3,0.817521495,0.795388991,2.839729209
4,-2.351114462,-0.219753308,-1.890994091
5,0.415333199,2.592623038,-1.161051841
6,-2.520117911,-3.124233699,1.421848195
7,3.986050059,-2.181516886,1.28431464
