,1,3,4,5,6,7,8
1,1,0,0,0,0,0,0
2,0.217065437,0.186188072,0,0,0.197995972,0.195542999,0.20320752
3,0,1,0,0,0,0,0
4,0,0,1,0,0,0,0
5,0,0,0,1,0,0,0
6,0,0,0,0,1,0,0
7,0,0,0,0,0,1,0
8,0,0,0,0,0,0,1
